round,round_time_s,loss_mean,accuracy_mean,fit_clients,fit_failures,eval_clients,eval_failures
1,16.830183506011963,1.8576139330863952,0.6964,10,0,10,0
2,15.651189088821411,1.2655345439910888,0.7744,10,0,10,0
3,15.31057357788086,0.8925356864929199,0.8175,10,0,10,0
4,13.668846845626831,0.7041735410690307,0.8452,10,0,10,0
5,16.854443073272705,0.597588962316513,0.8624,10,0,10,0
6,13.199008226394653,0.5301635086536407,0.8722,10,0,10,0
7,13.477042436599731,0.4842045783996582,0.8824,10,0,10,0
8,13.397550344467163,0.4508399307727814,0.8872,10,0,10,0
9,12.80325722694397,0.42517409324645994,0.891,10,0,10,0
10,15.55555534362793,0.40566036105155945,0.8952,10,0,10,0
11,14.369718313217163,0.38975794017314913,0.8983,10,0,10,0
12,14.272199392318726,0.37701895236968996,0.8992,10,0,10,0
13,16.56927251815796,0.36576099395751954,0.9013,10,0,10,0
14,13.149000644683838,0.3562459945678711,0.9024,10,0,10,0
15,15.918083906173706,0.34850484430789946,0.9032,10,0,10,0
16,17.496582984924316,0.34092949628829955,0.9057,10,0,10,0
17,13.081299066543579,0.3345648437738419,0.9062,10,0,10,0
18,16.113090753555298,0.32965279519557955,0.9077,10,0,10,0
19,16.531087398529053,0.32364267110824585,0.9093,10,0,10,0
20,14.858722686767578,0.3189643740653992,0.9097,10,0,10,0
21,15.174188375473022,0.3144330620765686,0.9106,10,0,10,0
22,15.105804681777954,0.3105342835187912,0.9122,10,0,10,0
23,15.002108335494995,0.3065782606601715,0.9135,10,0,10,0
24,16.412241220474243,0.3027388244867325,0.9143,10,0,10,0
25,13.759409666061401,0.29942311346530914,0.9153,10,0,10,0
26,14.56882357597351,0.29611091166734693,0.9167,10,0,10,0
27,16.645408153533936,0.2932065352797508,0.9171,10,0,10,0
28,15.554165840148926,0.2903406098484993,0.9184,10,0,10,0
29,13.952163457870483,0.2873645633459091,0.9188,10,0,10,0
30,16.581706285476685,0.28447676450014114,0.9198,10,0,10,0
31,16.254616260528564,0.28191086649894714,0.9207,10,0,10,0
32,17.444249391555786,0.2794349730014801,0.9211,10,0,10,0
33,14.8439781665802,0.27686679661273955,0.9216,10,0,10,0
34,15.271808385848999,0.2748181790113449,0.9228,10,0,10,0
35,13.14952802658081,0.2722049504518509,0.9243,10,0,10,0
36,15.46228289604187,0.2704323872923851,0.9246,10,0,10,0
37,17.0729341506958,0.2681455075740814,0.9251,10,0,10,0
38,15.58849024772644,0.2660235822200775,0.9254,10,0,10,0
39,14.59913158416748,0.264147911965847,0.9259,10,0,10,0
40,15.526423692703247,0.26227403730154036,0.9257,10,0,10,0
41,15.341736555099487,0.2601559147238731,0.9269,10,0,10,0
42,15.891952276229858,0.25867746472358705,0.9273,10,0,10,0
43,14.580607175827026,0.25612874776124955,0.9278,10,0,10,0
44,13.892806768417358,0.2547113984823227,0.9284,10,0,10,0
45,16.806857109069824,0.2528299853205681,0.9285,10,0,10,0
46,16.789700508117676,0.25090588331222535,0.9289,10,0,10,0
47,14.70228385925293,0.24973233938217163,0.929,10,0,10,0
48,14.356539249420166,0.24773980379104615,0.9303,10,0,10,0
49,13.806885480880737,0.24604705572128296,0.9306,10,0,10,0
50,15.348468542098999,0.24479164332151412,0.9302,10,0,10,0
