round,round_time_s,loss_mean,accuracy_mean,fit_clients,fit_failures,eval_clients,eval_failures
1,47.82079577445984,1.8526564598083497,0.712,10,0,10,0
2,23.886754274368286,1.2435087084770202,0.7846,10,0,10,0
3,27.836589336395264,0.8716615319252015,0.8231,10,0,10,0
4,27.988267183303833,0.6905673384666443,0.8436,10,0,10,0
5,25.881059885025024,0.5897486567497253,0.8596,10,0,10,0
6,34.270503997802734,0.5252281874418259,0.8727,10,0,10,0
7,23.410564184188843,0.48169398605823516,0.8796,10,0,10,0
8,32.193745136260986,0.4495305269956589,0.8852,10,0,10,0
9,33.27872347831726,0.4248020529747009,0.8893,10,0,10,0
10,44.449756145477295,0.4058072745800018,0.892,10,0,10,0
11,24.126200675964355,0.39047364294528963,0.8951,10,0,10,0
12,31.676833629608154,0.37787107527256014,0.8971,10,0,10,0
13,48.2306182384491,0.36759005188941957,0.8994,10,0,10,0
14,25.18274235725403,0.3582928627729416,0.9003,10,0,10,0
15,16.652570962905884,0.3500336199998856,0.9024,10,0,10,0
16,44.419960021972656,0.343161541223526,0.9037,10,0,10,0
17,24.39768671989441,0.3371980100870132,0.9057,10,0,10,0
18,42.34396409988403,0.3320293128490448,0.9061,10,0,10,0
19,48.93702554702759,0.3264797806739807,0.9077,10,0,10,0
20,41.26572108268738,0.3221029996871948,0.9098,10,0,10,0
21,24.784533500671387,0.3178305417299271,0.91,10,0,10,0
22,23.782004833221436,0.31382529735565184,0.9116,10,0,10,0
23,19.879165410995483,0.31022239327430723,0.9131,10,0,10,0
24,47.31767249107361,0.306855833530426,0.9117,10,0,10,0
25,40.59887647628784,0.30350385308265687,0.9139,10,0,10,0
26,28.458842992782593,0.3001773729920387,0.9149,10,0,10,0
27,38.514500856399536,0.2970013812184334,0.9153,10,0,10,0
28,35.56665396690369,0.2946588933467865,0.9166,10,0,10,0
29,21.38092875480652,0.2915196791291237,0.9181,10,0,10,0
30,37.651421785354614,0.2890550151467323,0.918,10,0,10,0
31,37.252888679504395,0.28632472455501556,0.9195,10,0,10,0
32,28.178786754608154,0.2838972330093384,0.9205,10,0,10,0
33,33.30916929244995,0.2818107157945633,0.9208,10,0,10,0
34,33.526829957962036,0.2793829068541527,0.922,10,0,10,0
35,24.784138202667236,0.2768440380692482,0.9233,10,0,10,0
36,30.72768521308899,0.2749970093369484,0.9236,10,0,10,0
37,25.991369247436523,0.27284016758203505,0.9235,10,0,10,0
38,42.5297749042511,0.2705664113163948,0.9241,10,0,10,0
39,33.56364846229553,0.2685372352600098,0.925,10,0,10,0
40,25.89915704727173,0.26662948429584504,0.9252,10,0,10,0
41,40.57324814796448,0.26492310017347337,0.926,10,0,10,0
42,29.19882583618164,0.26294969469308854,0.9268,10,0,10,0
43,38.29597330093384,0.2607486486434937,0.9271,10,0,10,0
44,51.15761113166809,0.2588388353586197,0.9276,10,0,10,0
45,24.524592399597168,0.25688859522342683,0.9281,10,0,10,0
46,35.99838924407959,0.2553006917238235,0.928,10,0,10,0
47,24.004448175430298,0.2537549152970314,0.9286,10,0,10,0
48,39.94186568260193,0.25148743838071824,0.9294,10,0,10,0
49,19.38808012008667,0.25010590851306913,0.9293,10,0,10,0
50,44.51482081413269,0.24809553921222688,0.9299,10,0,10,0
