round,round_time_s,loss_mean,accuracy_mean,fit_clients,fit_failures,eval_clients,eval_failures
1,3.3785400390625,1.8512142181396485,0.6991,8,0,10,0
2,3.7796244621276855,1.2426742434501648,0.796,10,0,10,0
3,3.697943687438965,0.8647749304771424,0.8341,10,0,10,0
4,3.814668655395508,0.6806521534919738,0.8544,10,0,10,0
5,4.222410202026367,0.5794802725315094,0.8663,10,0,10,0
6,3.459899663925171,0.5169591665267944,0.8767,10,0,10,0
7,3.757538080215454,0.47330096662044524,0.8836,10,0,10,0
8,4.009871959686279,0.4424551725387573,0.889,10,0,10,0
9,4.670342445373535,0.4192499190568924,0.8922,10,0,10,0
10,3.918912172317505,0.40089460611343386,0.8957,10,0,10,0
11,3.899853229522705,0.38610289692878724,0.8969,10,0,10,0
12,4.229007720947266,0.37378117740154265,0.8994,10,0,10,0
13,4.48221492767334,0.36360650062561034,0.901,10,0,10,0
14,4.170331239700317,0.35494244396686553,0.9025,10,0,10,0
15,3.8528974056243896,0.3466101437807083,0.9034,10,0,10,0
16,3.9232192039489746,0.3399378299713135,0.9054,10,0,10,0
17,3.7785449028015137,0.3337305337190628,0.9067,10,0,10,0
18,3.8124687671661377,0.3277922451496124,0.9087,10,0,10,0
19,3.821521520614624,0.3233524769544601,0.9094,10,0,10,0
20,3.8745639324188232,0.3181429594755173,0.911,10,0,10,0
21,3.756014585494995,0.3139936238527298,0.9122,10,0,10,0
22,3.7833828926086426,0.3095907151699066,0.9134,10,0,10,0
23,3.9924705028533936,0.3062064200639725,0.9146,10,0,10,0
24,3.6321685314178467,0.3024924501776695,0.9161,10,0,10,0
25,3.976177453994751,0.2994170531630516,0.9165,10,0,10,0
26,3.7689049243927,0.2960339024662971,0.9178,10,0,10,0
27,3.677722215652466,0.29301046431064603,0.9187,10,0,10,0
28,3.820472002029419,0.29004966765642165,0.9193,10,0,10,0
29,3.6860034465789795,0.2872673958539963,0.9202,10,0,10,0
30,4.091752290725708,0.28439664393663405,0.921,10,0,10,0
31,3.7325692176818848,0.28178530633449556,0.9227,10,0,10,0
32,3.8864662647247314,0.2791779235005379,0.9225,10,0,10,0
33,3.840071201324463,0.2766032725572586,0.9231,10,0,10,0
34,3.829972982406616,0.2746031656861305,0.9239,10,0,10,0
35,3.8770694732666016,0.2726224213838577,0.925,10,0,10,0
36,3.7629151344299316,0.26970511972904204,0.925,10,0,10,0
37,3.8340656757354736,0.2678714871406555,0.9262,10,0,10,0
38,3.8660671710968018,0.2656385600566864,0.9265,10,0,10,0
39,3.864816427230835,0.2635856568813324,0.926,10,0,10,0
40,3.7921202182769775,0.26158703714609144,0.9272,10,0,10,0
41,3.872328519821167,0.26008081138134004,0.9275,10,0,10,0
42,3.773550033569336,0.2575584024190903,0.9281,10,0,10,0
43,3.8251612186431885,0.2556121498346329,0.929,10,0,10,0
44,3.855039119720459,0.254021455347538,0.9298,10,0,10,0
45,3.9114058017730713,0.2519947335124016,0.9291,10,0,10,0
46,3.7244749069213867,0.25044679194688796,0.9303,10,0,10,0
47,3.796340227127075,0.2483829751610756,0.9311,10,0,10,0
48,3.836724281311035,0.2470806509256363,0.9308,10,0,10,0
49,4.42962384223938,0.24549489021301268,0.9308,10,0,10,0
50,4.2787041664123535,0.24330821335315705,0.9311,10,0,10,0
